gene,virus_1,virus_2,n identities,count gaps as mismatches,n sites,percent_identity,virus_1_accession,virus_2_accession
ORF1a,RacCS271,RaTG15,9695,no,12981,74.686,MW251312,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF1a,RaTG15,RacCS271,9695,no,12981,74.686,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MW251312
ORF1a,RacCS271,RmYN02,12230,no,13059,93.652,MW251312,data/GISAID/EPI_ISL_412977.fasta
ORF1a,RmYN02,RacCS271,12230,no,13059,93.652,data/GISAID/EPI_ISL_412977.fasta,MW251312
ORF1a,RacCS271,RShSTT182,12005,no,13040,92.063,MW251312,data/GISAID/EPI_ISL_852604.fasta
ORF1a,RShSTT182,RacCS271,12005,no,13040,92.063,data/GISAID/EPI_ISL_852604.fasta,MW251312
ORF1a,RacCS271,RShSTT200,12004,no,13040,92.055,MW251312,data/GISAID/EPI_ISL_852605.fasta
ORF1a,RShSTT200,RacCS271,12004,no,13040,92.055,data/GISAID/EPI_ISL_852605.fasta,MW251312
ORF1a,RacCS271,GD_Pangolin,11769,no,13034,90.295,MW251312,data/GISAID/EPI_ISL_410721.fasta
ORF1a,GD_Pangolin,RacCS271,11769,no,13034,90.295,data/GISAID/EPI_ISL_410721.fasta,MW251312
ORF1a,RacCS264,RacCS264,13059,no,13059,100,MW251311,MW251311
ORF1a,RacCS264,RacCS253,13055,no,13059,99.969,MW251311,MW251310
ORF1a,RacCS253,RacCS264,13055,no,13059,99.969,MW251310,MW251311
ORF1a,RacCS264,RacCS224,13054,no,13059,99.962,MW251311,MW251309
ORF1a,RacCS224,RacCS264,13054,no,13059,99.962,MW251309,MW251311
ORF1a,RacCS264,RacCS203,13054,no,13059,99.962,MW251311,MW251308
ORF1a,RacCS203,RacCS264,13054,no,13059,99.962,MW251308,MW251311
ORF1a,RacCS264,CoVZC45,11734,no,13041,89.978,MW251311,MG772933
ORF1a,CoVZC45,RacCS264,11734,no,13041,89.978,MG772933,MW251311
ORF1a,RacCS264,CoVZXC21,11662,no,12977,89.867,MW251311,MG772934
ORF1a,CoVZXC21,RacCS264,11662,no,12977,89.867,MG772934,MW251311
ORF1a,RacCS264,Rc-0319,10083,no,12955,77.831,MW251311,LC556375.1
ORF1a,Rc-0319,RacCS264,10083,no,12955,77.831,LC556375.1,MW251311
ORF1a,RacCS264,PrC31,12173,no,13059,93.215,MW251311,MW703458
ORF1a,PrC31,RacCS264,12173,no,13059,93.215,MW703458,MW251311
ORF1a,RacCS264,RpYN06,12227,no,13059,93.629,MW251311,MZ081381
ORF1a,RpYN06,RacCS264,12227,no,13059,93.629,MZ081381,MW251311
ORF1a,RacCS264,RmYN05,9701,no,12981,74.732,MW251311,MZ081376.1
ORF1a,RmYN05,RacCS264,9701,no,12981,74.732,MZ081376.1,MW251311
ORF1a,RacCS264,RmYN08,9698,no,12981,74.709,MW251311,MZ081378
ORF1a,RmYN08,RacCS264,9698,no,12981,74.709,MZ081378,MW251311
ORF1a,RacCS264,RsYN04,9699,no,12981,74.717,MW251311,MZ081380.1
ORF1a,RsYN04,RacCS264,9699,no,12981,74.717,MZ081380.1,MW251311
ORF1a,RacCS264,GX_PangolinP4L,10820,no,13030,83.039,MW251311,MT040333
ORF1a,GX_PangolinP4L,RacCS264,10820,no,13030,83.039,MT040333,MW251311
ORF1a,RacCS264,BANAL-20-52,12216,no,13035,93.717,MW251311,MZ937000.1
ORF1a,BANAL-20-52,RacCS264,12216,no,13035,93.717,MZ937000.1,MW251311
ORF1a,RacCS264,BANAL-20-236,12264,no,13038,94.064,MW251311,MZ937003.2
ORF1a,BANAL-20-236,RacCS264,12264,no,13038,94.064,MZ937003.2,MW251311
ORF1a,RacCS264,BANAL-20-247,12245,no,13059,93.767,MW251311,MZ937004.1
ORF1a,BANAL-20-247,RacCS264,12245,no,13059,93.767,MZ937004.1,MW251311
ORF1a,RacCS264,BANAL-20-116,12237,no,13043,93.82,MW251311,MZ937002.1
ORF1a,BANAL-20-116,RacCS264,12237,no,13043,93.82,MZ937002.1,MW251311
ORF1a,RacCS264,BANAL-20-103,12219,no,13038,93.718,MW251311,MZ937001.1
ORF1a,BANAL-20-103,RacCS264,12219,no,13038,93.718,MZ937001.1,MW251311
ORF1a,RacCS264,RaTG15,9694,no,12981,74.678,MW251311,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF1a,RaTG15,RacCS264,9694,no,12981,74.678,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MW251311
ORF1a,RacCS264,RmYN02,12231,no,13059,93.66,MW251311,data/GISAID/EPI_ISL_412977.fasta
ORF1a,RmYN02,RacCS264,12231,no,13059,93.66,data/GISAID/EPI_ISL_412977.fasta,MW251311
ORF1a,RacCS264,RShSTT182,12006,no,13040,92.071,MW251311,data/GISAID/EPI_ISL_852604.fasta
ORF1a,RShSTT182,RacCS264,12006,no,13040,92.071,data/GISAID/EPI_ISL_852604.fasta,MW251311
ORF1a,RacCS264,RShSTT200,12005,no,13040,92.063,MW251311,data/GISAID/EPI_ISL_852605.fasta
ORF1a,RShSTT200,RacCS264,12005,no,13040,92.063,data/GISAID/EPI_ISL_852605.fasta,MW251311
ORF1a,RacCS264,GD_Pangolin,11769,no,13034,90.295,MW251311,data/GISAID/EPI_ISL_410721.fasta
ORF1a,GD_Pangolin,RacCS264,11769,no,13034,90.295,data/GISAID/EPI_ISL_410721.fasta,MW251311
ORF1a,RacCS253,RacCS253,13059,no,13059,100,MW251310,MW251310
ORF1a,RacCS253,RacCS224,13056,no,13059,99.977,MW251310,MW251309
ORF1a,RacCS224,RacCS253,13056,no,13059,99.977,MW251309,MW251310
ORF1a,RacCS253,RacCS203,13056,no,13059,99.977,MW251310,MW251308
ORF1a,RacCS203,RacCS253,13056,no,13059,99.977,MW251308,MW251310
ORF1a,RacCS253,CoVZC45,11734,no,13041,89.978,MW251310,MG772933
ORF1a,CoVZC45,RacCS253,11734,no,13041,89.978,MG772933,MW251310
ORF1a,RacCS253,CoVZXC21,11662,no,12977,89.867,MW251310,MG772934
ORF1a,CoVZXC21,RacCS253,11662,no,12977,89.867,MG772934,MW251310
ORF1a,RacCS253,Rc-0319,10083,no,12955,77.831,MW251310,LC556375.1
ORF1a,Rc-0319,RacCS253,10083,no,12955,77.831,LC556375.1,MW251310
ORF1a,RacCS253,PrC31,12173,no,13059,93.215,MW251310,MW703458
ORF1a,PrC31,RacCS253,12173,no,13059,93.215,MW703458,MW251310
ORF1a,RacCS253,RpYN06,12227,no,13059,93.629,MW251310,MZ081381
ORF1a,RpYN06,RacCS253,12227,no,13059,93.629,MZ081381,MW251310
ORF1a,RacCS253,RmYN05,9703,no,12981,74.748,MW251310,MZ081376.1
ORF1a,RmYN05,RacCS253,9703,no,12981,74.748,MZ081376.1,MW251310
ORF1a,RacCS253,RmYN08,9700,no,12981,74.725,MW251310,MZ081378
ORF1a,RmYN08,RacCS253,9700,no,12981,74.725,MZ081378,MW251310
ORF1a,RacCS253,RsYN04,9701,no,12981,74.732,MW251310,MZ081380.1
ORF1a,RsYN04,RacCS253,9701,no,12981,74.732,MZ081380.1,MW251310
ORF1a,RacCS253,GX_PangolinP4L,10821,no,13030,83.047,MW251310,MT040333
ORF1a,GX_PangolinP4L,RacCS253,10821,no,13030,83.047,MT040333,MW251310
ORF1a,RacCS253,BANAL-20-52,12216,no,13035,93.717,MW251310,MZ937000.1
ORF1a,BANAL-20-52,RacCS253,12216,no,13035,93.717,MZ937000.1,MW251310
ORF1a,RacCS253,BANAL-20-236,12264,no,13038,94.064,MW251310,MZ937003.2
ORF1a,BANAL-20-236,RacCS253,12264,no,13038,94.064,MZ937003.2,MW251310
ORF1a,RacCS253,BANAL-20-247,12245,no,13059,93.767,MW251310,MZ937004.1
ORF1a,BANAL-20-247,RacCS253,12245,no,13059,93.767,MZ937004.1,MW251310
ORF1a,RacCS253,BANAL-20-116,12237,no,13043,93.82,MW251310,MZ937002.1
ORF1a,BANAL-20-116,RacCS253,12237,no,13043,93.82,MZ937002.1,MW251310
ORF1a,RacCS253,BANAL-20-103,12219,no,13038,93.718,MW251310,MZ937001.1
ORF1a,BANAL-20-103,RacCS253,12219,no,13038,93.718,MZ937001.1,MW251310
ORF1a,RacCS253,RaTG15,9696,no,12981,74.694,MW251310,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF1a,RaTG15,RacCS253,9696,no,12981,74.694,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MW251310
ORF1a,RacCS253,RmYN02,12231,no,13059,93.66,MW251310,data/GISAID/EPI_ISL_412977.fasta
ORF1a,RmYN02,RacCS253,12231,no,13059,93.66,data/GISAID/EPI_ISL_412977.fasta,MW251310
ORF1a,RacCS253,RShSTT182,12006,no,13040,92.071,MW251310,data/GISAID/EPI_ISL_852604.fasta
ORF1a,RShSTT182,RacCS253,12006,no,13040,92.071,data/GISAID/EPI_ISL_852604.fasta,MW251310
ORF1a,RacCS253,RShSTT200,12005,no,13040,92.063,MW251310,data/GISAID/EPI_ISL_852605.fasta
ORF1a,RShSTT200,RacCS253,12005,no,13040,92.063,data/GISAID/EPI_ISL_852605.fasta,MW251310
ORF1a,RacCS253,GD_Pangolin,11771,no,13034,90.31,MW251310,data/GISAID/EPI_ISL_410721.fasta
ORF1a,GD_Pangolin,RacCS253,11771,no,13034,90.31,data/GISAID/EPI_ISL_410721.fasta,MW251310
ORF1a,RacCS224,RacCS224,13059,no,13059,100,MW251309,MW251309
ORF1a,RacCS224,RacCS203,13055,no,13059,99.969,MW251309,MW251308
ORF1a,RacCS203,RacCS224,13055,no,13059,99.969,MW251308,MW251309
ORF1a,RacCS224,CoVZC45,11733,no,13041,89.97,MW251309,MG772933
ORF1a,CoVZC45,RacCS224,11733,no,13041,89.97,MG772933,MW251309
ORF1a,RacCS224,CoVZXC21,11663,no,12977,89.874,MW251309,MG772934
ORF1a,CoVZXC21,RacCS224,11663,no,12977,89.874,MG772934,MW251309
ORF1a,RacCS224,Rc-0319,10085,no,12955,77.846,MW251309,LC556375.1
ORF1a,Rc-0319,RacCS224,10085,no,12955,77.846,LC556375.1,MW251309
ORF1a,RacCS224,PrC31,12172,no,13059,93.208,MW251309,MW703458
ORF1a,PrC31,RacCS224,12172,no,13059,93.208,MW703458,MW251309
ORF1a,RacCS224,RpYN06,12226,no,13059,93.621,MW251309,MZ081381
ORF1a,RpYN06,RacCS224,12226,no,13059,93.621,MZ081381,MW251309
ORF1a,RacCS224,RmYN05,9705,no,12981,74.763,MW251309,MZ081376.1
ORF1a,RmYN05,RacCS224,9705,no,12981,74.763,MZ081376.1,MW251309
ORF1a,RacCS224,RmYN08,9702,no,12981,74.74,MW251309,MZ081378
ORF1a,RmYN08,RacCS224,9702,no,12981,74.74,MZ081378,MW251309
ORF1a,RacCS224,RsYN04,9703,no,12981,74.748,MW251309,MZ081380.1
ORF1a,RsYN04,RacCS224,9703,no,12981,74.748,MZ081380.1,MW251309
ORF1a,RacCS224,GX_PangolinP4L,10822,no,13030,83.054,MW251309,MT040333
ORF1a,GX_PangolinP4L,RacCS224,10822,no,13030,83.054,MT040333,MW251309
ORF1a,RacCS224,BANAL-20-52,12215,no,13035,93.709,MW251309,MZ937000.1
ORF1a,BANAL-20-52,RacCS224,12215,no,13035,93.709,MZ937000.1,MW251309
ORF1a,RacCS224,BANAL-20-236,12263,no,13038,94.056,MW251309,MZ937003.2
ORF1a,BANAL-20-236,RacCS224,12263,no,13038,94.056,MZ937003.2,MW251309
ORF1a,RacCS224,BANAL-20-247,12244,no,13059,93.759,MW251309,MZ937004.1
ORF1a,BANAL-20-247,RacCS224,12244,no,13059,93.759,MZ937004.1,MW251309
ORF1a,RacCS224,BANAL-20-116,12236,no,13043,93.813,MW251309,MZ937002.1
ORF1a,BANAL-20-116,RacCS224,12236,no,13043,93.813,MZ937002.1,MW251309
ORF1a,RacCS224,BANAL-20-103,12218,no,13038,93.711,MW251309,MZ937001.1
ORF1a,BANAL-20-103,RacCS224,12218,no,13038,93.711,MZ937001.1,MW251309
ORF1a,RacCS224,RaTG15,9698,no,12981,74.709,MW251309,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF1a,RaTG15,RacCS224,9698,no,12981,74.709,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MW251309
ORF1a,RacCS224,RmYN02,12230,no,13059,93.652,MW251309,data/GISAID/EPI_ISL_412977.fasta
ORF1a,RmYN02,RacCS224,12230,no,13059,93.652,data/GISAID/EPI_ISL_412977.fasta,MW251309
ORF1a,RacCS224,RShSTT182,12005,no,13040,92.063,MW251309,data/GISAID/EPI_ISL_852604.fasta
ORF1a,RShSTT182,RacCS224,12005,no,13040,92.063,data/GISAID/EPI_ISL_852604.fasta,MW251309
ORF1a,RacCS224,RShSTT200,12004,no,13040,92.055,MW251309,data/GISAID/EPI_ISL_852605.fasta
ORF1a,RShSTT200,RacCS224,12004,no,13040,92.055,data/GISAID/EPI_ISL_852605.fasta,MW251309
ORF1a,RacCS224,GD_Pangolin,11770,no,13034,90.302,MW251309,data/GISAID/EPI_ISL_410721.fasta
ORF1a,GD_Pangolin,RacCS224,11770,no,13034,90.302,data/GISAID/EPI_ISL_410721.fasta,MW251309
ORF1a,RacCS203,RacCS203,13059,no,13059,100,MW251308,MW251308
ORF1a,RacCS203,CoVZC45,11735,no,13041,89.985,MW251308,MG772933
ORF1a,CoVZC45,RacCS203,11735,no,13041,89.985,MG772933,MW251308
ORF1a,RacCS203,CoVZXC21,11661,no,12977,89.859,MW251308,MG772934
ORF1a,CoVZXC21,RacCS203,11661,no,12977,89.859,MG772934,MW251308
ORF1a,RacCS203,Rc-0319,10083,no,12955,77.831,MW251308,LC556375.1
ORF1a,Rc-0319,RacCS203,10083,no,12955,77.831,LC556375.1,MW251308
ORF1a,RacCS203,PrC31,12174,no,13059,93.223,MW251308,MW703458
ORF1a,PrC31,RacCS203,12174,no,13059,93.223,MW703458,MW251308
ORF1a,RacCS203,RpYN06,12228,no,13059,93.637,MW251308,MZ081381
ORF1a,RpYN06,RacCS203,12228,no,13059,93.637,MZ081381,MW251308
ORF1a,RacCS203,RmYN05,9703,no,12981,74.748,MW251308,MZ081376.1
ORF1a,RmYN05,RacCS203,9703,no,12981,74.748,MZ081376.1,MW251308
ORF1a,RacCS203,RmYN08,9700,no,12981,74.725,MW251308,MZ081378
ORF1a,RmYN08,RacCS203,9700,no,12981,74.725,MZ081378,MW251308
ORF1a,RacCS203,RsYN04,9701,no,12981,74.732,MW251308,MZ081380.1
ORF1a,RsYN04,RacCS203,9701,no,12981,74.732,MZ081380.1,MW251308
ORF1a,RacCS203,GX_PangolinP4L,10821,no,13030,83.047,MW251308,MT040333
ORF1a,GX_PangolinP4L,RacCS203,10821,no,13030,83.047,MT040333,MW251308
ORF1a,RacCS203,BANAL-20-52,12217,no,13035,93.725,MW251308,MZ937000.1
ORF1a,BANAL-20-52,RacCS203,12217,no,13035,93.725,MZ937000.1,MW251308
ORF1a,RacCS203,BANAL-20-236,12265,no,13038,94.071,MW251308,MZ937003.2
ORF1a,BANAL-20-236,RacCS203,12265,no,13038,94.071,MZ937003.2,MW251308
ORF1a,RacCS203,BANAL-20-247,12246,no,13059,93.774,MW251308,MZ937004.1
ORF1a,BANAL-20-247,RacCS203,12246,no,13059,93.774,MZ937004.1,MW251308
ORF1a,RacCS203,BANAL-20-116,12238,no,13043,93.828,MW251308,MZ937002.1
ORF1a,BANAL-20-116,RacCS203,12238,no,13043,93.828,MZ937002.1,MW251308
ORF1a,RacCS203,BANAL-20-103,12220,no,13038,93.726,MW251308,MZ937001.1
ORF1a,BANAL-20-103,RacCS203,12220,no,13038,93.726,MZ937001.1,MW251308
ORF1a,RacCS203,RaTG15,9696,no,12981,74.694,MW251308,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF1a,RaTG15,RacCS203,9696,no,12981,74.694,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MW251308
ORF1a,RacCS203,RmYN02,12232,no,13059,93.667,MW251308,data/GISAID/EPI_ISL_412977.fasta
ORF1a,RmYN02,RacCS203,12232,no,13059,93.667,data/GISAID/EPI_ISL_412977.fasta,MW251308
ORF1a,RacCS203,RShSTT182,12005,no,13040,92.063,MW251308,data/GISAID/EPI_ISL_852604.fasta
ORF1a,RShSTT182,RacCS203,12005,no,13040,92.063,data/GISAID/EPI_ISL_852604.fasta,MW251308
ORF1a,RacCS203,RShSTT200,12004,no,13040,92.055,MW251308,data/GISAID/EPI_ISL_852605.fasta
ORF1a,RShSTT200,RacCS203,12004,no,13040,92.055,data/GISAID/EPI_ISL_852605.fasta,MW251308
ORF1a,RacCS203,GD_Pangolin,11772,no,13034,90.318,MW251308,data/GISAID/EPI_ISL_410721.fasta
ORF1a,GD_Pangolin,RacCS203,11772,no,13034,90.318,data/GISAID/EPI_ISL_410721.fasta,MW251308
ORF1a,CoVZC45,CoVZC45,13089,no,13089,100,MG772933,MG772933
ORF1a,CoVZC45,CoVZXC21,12719,no,13022,97.673,MG772933,MG772934
ORF1a,CoVZXC21,CoVZC45,12719,no,13022,97.673,MG772934,MG772933
ORF1a,CoVZC45,Rc-0319,10113,no,12992,77.84,MG772933,LC556375.1
ORF1a,Rc-0319,CoVZC45,10113,no,12992,77.84,LC556375.1,MG772933
ORF1a,CoVZC45,PrC31,11915,no,13080,91.093,MG772933,MW703458
ORF1a,PrC31,CoVZC45,11915,no,13080,91.093,MW703458,MG772933
ORF1a,CoVZC45,RpYN06,11918,no,13080,91.116,MG772933,MZ081381
ORF1a,RpYN06,CoVZC45,11918,no,13080,91.116,MZ081381,MG772933
ORF1a,CoVZC45,RmYN05,9662,no,13002,74.312,MG772933,MZ081376.1
ORF1a,RmYN05,CoVZC45,9662,no,13002,74.312,MZ081376.1,MG772933
ORF1a,CoVZC45,RmYN08,9659,no,13002,74.289,MG772933,MZ081378
ORF1a,RmYN08,CoVZC45,9659,no,13002,74.289,MZ081378,MG772933
ORF1a,CoVZC45,RsYN04,9660,no,13002,74.296,MG772933,MZ081380.1
ORF1a,RsYN04,CoVZC45,9660,no,13002,74.296,MZ081380.1,MG772933
ORF1a,CoVZC45,GX_PangolinP4L,10789,no,13055,82.643,MG772933,MT040333
ORF1a,GX_PangolinP4L,CoVZC45,10789,no,13055,82.643,MT040333,MG772933
ORF1a,CoVZC45,BANAL-20-52,11900,no,13065,91.083,MG772933,MZ937000.1
ORF1a,BANAL-20-52,CoVZC45,11900,no,13065,91.083,MZ937000.1,MG772933
ORF1a,CoVZC45,BANAL-20-236,11926,no,13068,91.261,MG772933,MZ937003.2
ORF1a,BANAL-20-236,CoVZC45,11926,no,13068,91.261,MZ937003.2,MG772933
ORF1a,CoVZC45,BANAL-20-247,11911,no,13077,91.084,MG772933,MZ937004.1
ORF1a,BANAL-20-247,CoVZC45,11911,no,13077,91.084,MZ937004.1,MG772933
ORF1a,CoVZC45,BANAL-20-116,11903,no,13064,91.113,MG772933,MZ937002.1
ORF1a,BANAL-20-116,CoVZC45,11903,no,13064,91.113,MZ937002.1,MG772933
ORF1a,CoVZC45,BANAL-20-103,11915,no,13068,91.177,MG772933,MZ937001.1
ORF1a,BANAL-20-103,CoVZC45,11915,no,13068,91.177,MZ937001.1,MG772933
ORF1a,CoVZC45,RaTG15,9671,no,13002,74.381,MG772933,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF1a,RaTG15,CoVZC45,9671,no,13002,74.381,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MG772933
ORF1a,CoVZC45,RmYN02,11889,no,13077,90.915,MG772933,data/GISAID/EPI_ISL_412977.fasta
ORF1a,RmYN02,CoVZC45,11889,no,13077,90.915,data/GISAID/EPI_ISL_412977.fasta,MG772933
ORF1a,CoVZC45,RShSTT182,11655,no,13059,89.249,MG772933,data/GISAID/EPI_ISL_852604.fasta
ORF1a,RShSTT182,CoVZC45,11655,no,13059,89.249,data/GISAID/EPI_ISL_852604.fasta,MG772933
ORF1a,CoVZC45,RShSTT200,11654,no,13059,89.241,MG772933,data/GISAID/EPI_ISL_852605.fasta
ORF1a,RShSTT200,CoVZC45,11654,no,13059,89.241,data/GISAID/EPI_ISL_852605.fasta,MG772933
ORF1a,CoVZC45,GD_Pangolin,11576,no,13068,88.583,MG772933,data/GISAID/EPI_ISL_410721.fasta
ORF1a,GD_Pangolin,CoVZC45,11576,no,13068,88.583,data/GISAID/EPI_ISL_410721.fasta,MG772933
ORF1a,CoVZXC21,CoVZXC21,13023,no,13023,100,MG772934,MG772934
ORF1a,CoVZXC21,Rc-0319,10083,no,12955,77.831,MG772934,LC556375.1
ORF1a,Rc-0319,CoVZXC21,10083,no,12955,77.831,LC556375.1,MG772934
ORF1a,CoVZXC21,PrC31,11868,no,13016,91.18,MG772934,MW703458
ORF1a,PrC31,CoVZXC21,11868,no,13016,91.18,MW703458,MG772934
ORF1a,CoVZXC21,RpYN06,11852,no,13016,91.057,MG772934,MZ081381
ORF1a,RpYN06,CoVZXC21,11852,no,13016,91.057,MZ081381,MG772934
ORF1a,CoVZXC21,RmYN05,9639,no,12953,74.415,MG772934,MZ081376.1
ORF1a,RmYN05,CoVZXC21,9639,no,12953,74.415,MZ081376.1,MG772934
ORF1a,CoVZXC21,RmYN08,9636,no,12953,74.392,MG772934,MZ081378
ORF1a,RmYN08,CoVZXC21,9636,no,12953,74.392,MZ081378,MG772934
ORF1a,CoVZXC21,RsYN04,9637,no,12953,74.4,MG772934,MZ081380.1
ORF1a,RsYN04,CoVZXC21,9637,no,12953,74.4,MZ081380.1,MG772934
ORF1a,CoVZXC21,GX_PangolinP4L,10771,no,13000,82.854,MG772934,MT040333
ORF1a,GX_PangolinP4L,CoVZXC21,10771,no,13000,82.854,MT040333,MG772934
ORF1a,CoVZXC21,BANAL-20-52,11839,no,13013,90.978,MG772934,MZ937000.1
ORF1a,BANAL-20-52,CoVZXC21,11839,no,13013,90.978,MZ937000.1,MG772934
ORF1a,CoVZXC21,BANAL-20-236,11869,no,13016,91.188,MG772934,MZ937003.2
ORF1a,BANAL-20-236,CoVZXC21,11869,no,13016,91.188,MZ937003.2,MG772934
ORF1a,CoVZXC21,BANAL-20-247,11842,no,13013,91.001,MG772934,MZ937004.1
ORF1a,BANAL-20-247,CoVZXC21,11842,no,13013,91.001,MZ937004.1,MG772934
ORF1a,CoVZXC21,BANAL-20-116,11834,no,13000,91.031,MG772934,MZ937002.1
ORF1a,BANAL-20-116,CoVZXC21,11834,no,13000,91.031,MZ937002.1,MG772934
ORF1a,CoVZXC21,BANAL-20-103,11848,no,13016,91.026,MG772934,MZ937001.1
ORF1a,BANAL-20-103,CoVZXC21,11848,no,13016,91.026,MZ937001.1,MG772934
ORF1a,CoVZXC21,RaTG15,9644,no,12953,74.454,MG772934,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF1a,RaTG15,CoVZXC21,9644,no,12953,74.454,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MG772934
ORF1a,CoVZXC21,RmYN02,11836,no,13013,90.955,MG772934,data/GISAID/EPI_ISL_412977.fasta
ORF1a,RmYN02,CoVZXC21,11836,no,13013,90.955,data/GISAID/EPI_ISL_412977.fasta,MG772934
ORF1a,CoVZXC21,RShSTT182,11580,no,12995,89.111,MG772934,data/GISAID/EPI_ISL_852604.fasta
ORF1a,RShSTT182,CoVZXC21,11580,no,12995,89.111,data/GISAID/EPI_ISL_852604.fasta,MG772934
ORF1a,CoVZXC21,RShSTT200,11579,no,12995,89.104,MG772934,data/GISAID/EPI_ISL_852605.fasta
ORF1a,RShSTT200,CoVZXC21,11579,no,12995,89.104,data/GISAID/EPI_ISL_852605.fasta,MG772934
ORF1a,CoVZXC21,GD_Pangolin,11527,no,13015,88.567,MG772934,data/GISAID/EPI_ISL_410721.fasta
ORF1a,GD_Pangolin,CoVZXC21,11527,no,13015,88.567,data/GISAID/EPI_ISL_410721.fasta,MG772934
ORF1a,Rc-0319,Rc-0319,13059,no,13059,100,LC556375.1,LC556375.1
ORF1a,Rc-0319,PrC31,10165,no,12994,78.228,LC556375.1,MW703458
ORF1a,PrC31,Rc-0319,10165,no,12994,78.228,MW703458,LC556375.1
ORF1a,Rc-0319,RpYN06,10138,no,12994,78.021,LC556375.1,MZ081381
ORF1a,RpYN06,Rc-0319,10138,no,12994,78.021,MZ081381,LC556375.1
ORF1a,Rc-0319,RmYN05,9418,no,12971,72.608,LC556375.1,MZ081376.1
ORF1a,RmYN05,Rc-0319,9418,no,12971,72.608,MZ081376.1,LC556375.1
ORF1a,Rc-0319,RmYN08,9416,no,12971,72.593,LC556375.1,MZ081378
ORF1a,RmYN08,Rc-0319,9416,no,12971,72.593,MZ081378,LC556375.1
ORF1a,Rc-0319,RsYN04,9415,no,12971,72.585,LC556375.1,MZ081380.1
ORF1a,RsYN04,Rc-0319,9415,no,12971,72.585,MZ081380.1,LC556375.1
ORF1a,Rc-0319,GX_PangolinP4L,10142,no,12973,78.178,LC556375.1,MT040333
ORF1a,GX_PangolinP4L,Rc-0319,10142,no,12973,78.178,MT040333,LC556375.1
ORF1a,Rc-0319,BANAL-20-52,10103,no,12981,77.829,LC556375.1,MZ937000.1
ORF1a,BANAL-20-52,Rc-0319,10103,no,12981,77.829,MZ937000.1,LC556375.1
ORF1a,Rc-0319,BANAL-20-236,10090,no,12984,77.711,LC556375.1,MZ937003.2
ORF1a,BANAL-20-236,Rc-0319,10090,no,12984,77.711,MZ937003.2,LC556375.1
ORF1a,Rc-0319,BANAL-20-247,10112,no,12991,77.839,LC556375.1,MZ937004.1
ORF1a,BANAL-20-247,Rc-0319,10112,no,12991,77.839,MZ937004.1,LC556375.1
ORF1a,Rc-0319,BANAL-20-116,10102,no,12978,77.839,LC556375.1,MZ937002.1
ORF1a,BANAL-20-116,Rc-0319,10102,no,12978,77.839,MZ937002.1,LC556375.1
ORF1a,Rc-0319,BANAL-20-103,10101,no,12984,77.796,LC556375.1,MZ937001.1
ORF1a,BANAL-20-103,Rc-0319,10101,no,12984,77.796,MZ937001.1,LC556375.1
